Target,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Data_transparency.started,key_resp_data_transp.started,Data_transparency.stopped,key_resp_data_transp.keys,key_resp_data_transp.rt,key_resp_data_transp.duration,instructions.started,instructions.stopped,trial.started,trial.stopped,target_position_x_y,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.corr,mouse.clicked_name,feedback.started,feedback.stopped,instructions_survey.started,instructions_survey.stopped,instructions_ratings.started,instructions_ratings.stopped,survey_ratings.started,survey_ratings.stopped,furcht.response,liebenswert.response,rated_image,survey_gen.started,survey_gen.stopped,age.text,gender.response,survey_games.started,survey_games.stopped,pc_frequency.response,reaction_games_frequency.response,instructions_neuro.started,instructions_neuro.stopped,survey_neuro.started,survey_neuro.stopped,neuro_1_rev.response,neuro_2.response,neuro_3.response,neuro_4_rev.response,survey_fear.started,survey_fear.stopped,specific_fear_spider.response,specific_fear_snake.response,thanks.started,thanks.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
gesicht2,4,2,66,9,,,,,920.5862132131588,,,,,,,,,,919.9243972697295,919.9450419512577,"[300, -300]",[],[],[],[],[],[],[],[],919.9455067332601,919.9510377523256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454577,001,2023-11-13_13h41.31.854,Selektive Wahrnehmung,2023.2.3,59.99404434098037,2023-11-13 14h20.12.230338 +0100,
zug1,4,3,67,15,,,,,920.5862132131588,,,,,,,,,,919.9512442589039,919.9707653855439,"[-300, -300]",[],[],[],[],[],[],[],[],919.9711556431139,919.9766482622363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454577,001,2023-11-13_13h41.31.854,Selektive Wahrnehmung,2023.2.3,59.99404434098037,2023-11-13 14h20.12.230338 +0100,
gruppe1,4,4,68,6,,,,,920.5862132131588,,,,,,,,,,919.9768479421036,919.9956713268766,"[300, -300]",[],[],[],[],[],[],[],[],919.9960621533683,920.0015695635229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454577,001,2023-11-13_13h41.31.854,Selektive Wahrnehmung,2023.2.3,59.99404434098037,2023-11-13 14h20.12.230338 +0100,
gesicht1,4,5,69,8,,,,,920.5862132131588,,,,,,,,,,920.0017706656363,920.0209174636984,"[-300, 0]",[],[],[],[],[],[],[],[],920.0213054456981,920.0267878248123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454577,001,2023-11-13_13h41.31.854,Selektive Wahrnehmung,2023.2.3,59.99404434098037,2023-11-13 14h20.12.230338 +0100,
person2,4,6,70,5,,,,,920.5862132131588,,,,,,,,,,920.026989495731,920.0460375916446,"[-300, -300]",[],[],[],[],[],[],[],[],920.0464321158361,920.0519574460341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454577,001,2023-11-13_13h41.31.854,Selektive Wahrnehmung,2023.2.3,59.99404434098037,2023-11-13 14h20.12.230338 +0100,
flugzeug1,4,7,71,13,,,,,920.5862132131588,,,,,,,,,,920.0521571259014,920.0806647008285,"[300, -300]",[],[],[],[],[],[],[],[],920.0810777138686,920.0866673284909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454577,001,2023-11-13_13h41.31.854,Selektive Wahrnehmung,2023.2.3,59.99404434098037,2023-11-13 14h20.12.230338 +0100,
gesicht4,4,8,72,11,,,,,920.5862132131588,,,,,,,,,,920.0868741194718,920.1057845442556,"[0, -300]",[],[],[],[],[],[],[],[],920.1062305528903,920.1119006652152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454577,001,2023-11-13_13h41.31.854,Selektive Wahrnehmung,2023.2.3,59.99404434098037,2023-11-13 14h20.12.230338 +0100,
schlange1,4,9,73,2,,,,,920.5862132131588,,,,,,,,,,920.1121011985233,920.130718076718,"[0, 300]",[],[],[],[],[],[],[],[],920.131112601026,920.1366018067347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454577,001,2023-11-13_13h41.31.854,Selektive Wahrnehmung,2023.2.3,59.99404434098037,2023-11-13 14h20.12.230338 +0100,
spinne1,4,10,74,0,,,,,920.5862132131588,,,,,,,,,,920.1368299310561,920.1569751284551,"[-300, -300]",[],[],[],[],[],[],[],[],920.1573685149197,920.1631100227823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454577,001,2023-11-13_13h41.31.854,Selektive Wahrnehmung,2023.2.3,59.99404434098037,2023-11-13 14h20.12.230338 +0100,
gesicht3,4,11,75,10,,,,,920.5862132131588,,,,,,,,,,920.16331197822,920.1845975128235,"[300, -300]",[],[],[],[],[],[],[],[],920.1850278769853,920.1906513404101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454577,001,2023-11-13_13h41.31.854,Selektive Wahrnehmung,2023.2.3,59.99404434098037,2023-11-13 14h20.12.230338 +0100,
schiff1,4,12,76,14,,,,,920.5862132131588,,,,,,,,,,920.1908527270425,920.2109933733009,"[300, -300]",[],[],[],[],[],[],[],[],920.2113995597465,920.2170656898525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454577,001,2023-11-13_13h41.31.854,Selektive Wahrnehmung,2023.2.3,59.99404434098037,2023-11-13 14h20.12.230338 +0100,
auto1,4,13,77,12,,,,,920.5862132131588,,,,,,,,,,920.2172653697198,920.2358762747608,"[0, -300]",[],[],[],[],[],[],[],[],920.2362799011171,920.2417509024963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454577,001,2023-11-13_13h41.31.854,Selektive Wahrnehmung,2023.2.3,59.99404434098037,2023-11-13 14h20.12.230338 +0100,
gruppe2,4,14,78,7,,,,,920.5862132131588,,,,,,,,,,920.241948875715,920.2600204743212,"[-300, -300]",[],[],[],[],[],[],[],[],920.2604479941074,920.2658720620675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454577,001,2023-11-13_13h41.31.854,Selektive Wahrnehmung,2023.2.3,59.99404434098037,2023-11-13 14h20.12.230338 +0100,
spinne2,4,15,79,1,,,,,920.5862132131588,,,,,,,,,,920.2660711731296,920.4086548431078,"[300, 0]",[],[],[],[],[],[],[],[],920.4090422561858,920.4144811152946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454577,001,2023-11-13_13h41.31.854,Selektive Wahrnehmung,2023.2.3,59.99404434098037,2023-11-13 14h20.12.230338 +0100,
,,,,,0,0,0,0,920.5862132131588,,,,,,,,,,,,,,,,,,,,,,,920.4225126841338,920.4225874929689,920.4225991551066,920.4226375551661,920.4231888081413,920.4395068077138,None,None,zug1,,,,,,,,,,,,,,,,,,,,,,,454577,001,2023-11-13_13h41.31.854,Selektive Wahrnehmung,2023.2.3,59.99404434098037,2023-11-13 14h20.12.230338 +0100,
,,,,,1,0,1,0,920.5862132131588,,,,,,,,,,,,,,,,,,,,,,,,,,,920.4399622030323,920.4582380326465,None,None,gesicht4,,,,,,,,,,,,,,,,,,,,,,,454577,001,2023-11-13_13h41.31.854,Selektive Wahrnehmung,2023.2.3,59.99404434098037,2023-11-13 14h20.12.230338 +0100,
,,,,,2,0,2,0,920.5862132131588,,,,,,,,,,,,,,,,,,,,,,,,,,,920.4586504768813,920.4744999967515,None,None,gesicht3,,,,,,,,,,,,,,,,,,,,,,,454577,001,2023-11-13_13h41.31.854,Selektive Wahrnehmung,2023.2.3,59.99404434098037,2023-11-13 14h20.12.230338 +0100,
,,,,,3,0,3,0,920.5862132131588,,,,,,,,,,,,,,,,,,,,,,,,,,,920.4747776143486,920.4912136583589,None,None,schiff1,,,,,,,,,,,,,,,,,,,,,,,454577,001,2023-11-13_13h41.31.854,Selektive Wahrnehmung,2023.2.3,59.99404434098037,2023-11-13 14h20.12.230338 +0100,
,,,,,4,0,4,0,920.5862132131588,,,,,,,,,,,,,,,,,,,,,,,,,,,920.4914816048695,920.5064590185648,None,None,person2,,,,,,,,,,,,,,,,,,,,,,,454577,001,2023-11-13_13h41.31.854,Selektive Wahrnehmung,2023.2.3,59.99404434098037,2023-11-13 14h20.12.230338 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,920.5090616837842,920.5167157949181,,None,920.5167354216101,920.5306046403712,None,None,920.5306273959577,920.5306865603197,920.530692818109,920.5574735318078,None,None,None,None,920.5574948650319,920.5703144844156,None,None,920.5703341111075,924.5362758905394,,,,,,,,
